id,type,country,denomination,currency,coin_year,notes,image_front,image_back
3,COIN,Bulgaria,2,BGN,2016,68799afb1e9843f9b108596fd8c3fdc7.jpg,04ac27bb278147eea6419cf67ea29ce3.jpg
4,BANKNOTE,Bulgaria,2,BGN,1999,8656eda78053427b8d4e7b8449f3e24a.jpg,f7776604a38e4c8a8685f6a73b3ea110.jpg
